Time,Dist,Vfront,Vrear,LapMeter,F_Susp,R_Susp,F_Brake,Throttle,RPM ECU,Bike_Acc
31.82,12300.00,146.30,151.70,1562.80,88.90,11.50,1.30,0.50,8267.00,-3.30
31.84,12301.00,145.00,150.90,1563.40,90.30,13.60,1.20,0.50,8275.00,-3.90
31.87,12302.00,145.30,151.40,1564.90,92.20,14.10,1.10,0.50,8271.00,-4.60
31.89,12303.00,144.50,150.60,1565.70,93.00,17.50,1.00,0.50,8265.00,-5.10
31.92,12304.00,144.50,150.60,1566.60,93.20,17.10,0.80,0.50,8265.00,-5.10
31.94,12305.00,142.20,149.00,1568.20,88.80,19.50,0.80,0.50,8264.00,-4.60
31.97,12306.00,143.80,149.30,1568.60,87.80,17.60,0.60,0.50,8258.00,-3.70
31.99,12307.00,142.30,148.20,1569.80,82.00,17.90,0.60,0.50,8267.00,-2.90
32.02,12308.00,142.90,147.70,1571.10,82.00,15.40,0.50,0.50,8255.00,-2.20
32.04,12309.00,141.70,147.00,1571.50,77.30,15.90,0.50,0.50,8262.00,-2.00
32.07,12310.00,142.70,147.60,1573.00,79.90,15.10,0.40,0.50,8249.00,-2.00
32.10,12311.00,142.10,147.10,1573.90,77.90,15.90,0.50,0.50,8234.00,-1.90
32.12,12312.00,141.70,147.20,1574.50,78.10,15.60,0.30,0.50,8241.00,-1.60
32.15,12313.00,141.20,146.30,1576.10,75.60,16.10,0.50,0.50,8247.00,-1.10
32.17,12314.00,141.40,146.30,1576.80,75.20,15.40,0.10,0.50,8257.00,-1.00
32.20,12316.00,142.60,145.20,1577.60,71.30,16.50,0.00,0.50,8250.00,-1.40
32.22,12316.00,141.30,145.50,1579.30,71.00,16.60,0.00,0.50,8266.00,-2.10
32.25,12317.00,141.30,144.70,1579.90,68.80,17.90,0.00,0.50,8250.00,-2.90
32.28,12318.00,140.30,145.00,1580.80,69.60,18.00,0.00,0.50,8230.00,-3.50
32.30,12319.00,141.80,143.90,1582.40,68.40,19.20,0.00,0.50,8236.00,-3.70
32.33,12320.00,139.80,144.00,1582.70,69.60,19.10,0.00,0.50,8245.00,-3.60
32.35,12321.00,139.90,143.20,1583.90,67.50,20.20,0.00,0.50,8241.00,-3.50
32.38,12322.00,139.00,143.50,1585.20,68.40,19.60,0.00,0.50,8236.00,-3.40
32.41,12323.00,139.80,142.60,1585.80,68.30,20.30,0.00,0.50,8245.00,-3.30
32.43,12324.00,138.80,142.30,1587.00,68.60,20.00,0.00,0.50,8225.00,-3.40
32.46,12325.00,138.60,141.30,1588.30,69.80,21.10,0.00,0.50,8233.00,-3.60
32.49,12326.00,138.00,141.60,1588.90,69.60,21.40,0.00,0.50,8217.00,-3.90
32.51,12327.00,138.00,140.90,1590.10,73.00,22.70,0.00,0.50,8210.00,-4.30
32.54,12328.00,138.10,141.10,1591.40,71.60,23.70,0.00,0.50,8195.00,-4.70
32.57,12329.00,136.90,139.40,1591.90,74.00,24.50,0.00,0.50,8188.00,-4.90
32.59,12330.00,136.60,139.60,1593.20,71.00,24.40,0.00,0.50,8163.00,-4.80
32.62,12331.00,135.40,139.00,1594.50,74.70,25.00,0.00,0.50,8163.00,-4.60
32.65,12332.00,136.00,139.30,1595.10,70.80,25.60,0.00,0.50,8150.00,-4.40
32.67,12333.00,134.80,138.20,1596.10,76.30,25.70,0.00,0.50,8106.00,-4.30
32.70,12334.00,135.80,138.00,1597.40,68.80,25.60,0.00,0.50,8133.00,-4.10
32.73,12335.00,133.70,137.20,1598.00,72.90,24.40,0.00,0.50,8070.00,-3.90
32.75,12336.00,134.40,136.90,1599.20,65.00,23.80,0.00,0.50,8078.00,-3.90
32.78,12337.00,132.10,136.90,1600.70,72.30,23.00,0.00,0.50,8052.00,-4.00
32.81,12338.00,134.10,136.80,1601.20,68.20,25.10,0.00,0.50,8049.00,-4.20
32.84,12339.00,132.40,136.30,1602.20,74.70,25.10,0.00,0.50,8014.00,-4.40
32.86,12340.00,132.60,136.20,1603.60,71.40,27.00,0.00,0.50,8007.00,-4.20
32.89,12341.00,131.90,135.50,1604.30,73.50,24.50,0.00,0.50,7974.00,-3.90
32.92,12342.00,131.30,134.50,1605.10,68.60,25.70,0.00,0.50,7990.00,-3.60
32.95,12343.00,131.00,134.80,1606.60,69.40,22.90,0.00,0.50,7934.00,-3.40
32.97,12344.00,130.70,134.00,1607.40,67.60,23.90,0.00,0.50,7953.00,-3.20
33.00,12345.00,131.00,134.60,1608.00,70.40,22.00,0.00,0.50,7911.00,-3.00
33.03,12346.00,129.70,133.70,1609.40,67.00,23.20,0.00,0.50,7884.00,-2.90
33.06,12347.00,130.90,134.30,1610.80,67.40,21.30,0.00,0.50,7893.00,-3.00
33.09,12348.00,129.40,133.00,1611.20,66.80,22.30,0.00,1.00,7876.00,-3.10
33.12,12349.00,129.60,133.80,1612.40,67.90,21.60,0.00,1.00,7895.00,-3.20
33.14,12350.00,128.30,132.00,1613.80,68.60,24.00,0.00,1.00,7849.00,-3.30
33.17,12351.00,129.00,133.40,1614.60,71.50,22.90,0.10,1.00,7885.00,-3.20
33.20,12352.00,127.80,131.60,1615.30,66.80,24.40,0.00,1.60,7879.00,-3.10
33.23,12353.00,128.20,133.40,1616.70,71.30,22.90,0.00,1.60,7859.00,-2.70
33.26,12354.00,127.60,131.30,1617.80,67.00,24.10,0.00,1.60,7909.00,-2.30
33.29,12355.00,127.40,133.40,1618.50,70.60,22.80,0.00,2.10,7853.00,-1.90
33.32,12356.00,127.60,132.00,1619.50,67.90,24.20,0.00,2.60,7849.00,-2.00
33.34,12357.00,127.00,133.10,1621.00,71.00,23.00,0.00,2.10,7859.00,-2.30
33.37,12358.00,127.00,131.60,1621.70,69.60,25.20,0.00,2.10,7791.00,-2.60
33.40,12359.00,126.30,132.90,1622.30,70.40,24.00,0.10,2.60,7876.00,-3.00
33.43,12360.00,126.30,130.50,1623.70,69.60,25.70,0.00,2.60,7804.00,-3.30
33.46,12361.00,125.50,132.50,1625.00,68.80,24.60,0.10,3.10,7786.00,-3.20
33.49,12362.00,125.80,130.00,1625.70,67.50,25.20,0.00,3.70,7759.00,-2.80
33.52,12363.00,124.50,131.70,1626.60,64.10,24.00,0.10,4.70,7780.00,-2.40
33.55,12364.00,125.90,130.20,1628.00,67.00,24.40,0.00,5.80,7772.00,-2.30
33.58,12365.00,124.40,131.00,1628.90,62.20,24.20,0.00,6.80,7841.00,-2.50
33.61,12366.00,125.30,129.40,1629.50,66.80,24.80,0.00,6.80,7822.00,-2.70
33.63,12367.00,124.20,130.00,1630.70,62.70,25.40,0.00,7.30,7897.00,-2.80
33.66,12368.00,124.00,128.90,1632.10,68.00,25.30,0.00,7.30,7993.00,-2.60
33.69,12369.00,123.70,129.10,1633.00,60.60,26.00,0.00,8.40,8179.00,-1.80
33.72,12370.00,122.90,130.80,1633.60,66.20,24.30,0.00,8.40,7944.00,-1.00
33.75,12371.00,123.70,132.80,1634.90,58.20,25.70,0.10,8.90,7792.00,-0.70
33.78,12372.00,122.90,134.30,1636.20,65.90,24.80,0.00,8.90,7853.00,-0.80
33.81,12373.00,123.60,131.20,1636.90,56.60,26.50,0.00,9.90,7919.00,-0.90
33.84,12374.00,122.30,137.70,1637.60,63.10,23.90,0.00,9.40,7998.00,-0.90
33.87,12375.00,123.30,132.90,1638.90,53.70,25.50,0.00,9.90,7877.00,-0.70
33.90,12376.00,122.30,140.20,1640.30,60.30,22.60,0.00,10.50,8048.00,-0.70
33.93,12377.00,123.20,131.80,1640.90,50.30,25.40,0.00,11.50,7828.00,-0.70
33.96,12378.00,121.90,140.50,1641.60,58.90,23.20,0.10,11.50,8137.00,-0.80
33.99,12379.00,123.20,133.20,1643.10,50.90,26.50,0.00,13.10,7823.00,-0.80
34.02,12380.00,121.70,139.90,1644.30,54.70,24.30,0.10,14.10,8190.00,-0.60
34.05,12381.00,123.10,134.10,1645.00,47.30,25.80,0.00,14.70,7818.00,0.00
34.08,12382.00,122.00,137.80,1645.80,50.60,23.70,0.10,15.20,8354.00,0.50
34.11,12383.00,123.00,135.50,1647.10,46.30,24.40,0.00,15.70,7851.00,0.70
34.14,12384.00,122.60,135.40,1648.30,49.40,24.50,0.10,15.70,8448.00,0.80
34.17,12385.00,123.00,137.10,1649.00,47.30,24.60,0.00,16.20,7927.00,0.90
34.20,12386.00,123.00,134.00,1649.80,47.20,25.50,0.00,16.20,8274.00,1.10
34.23,12387.00,122.90,138.50,1651.30,47.70,24.50,0.00,16.20,8199.00,1.40
34.26,12388.00,123.70,135.50,1652.50,45.50,25.30,0.00,15.70,7937.00,1.60
34.29,12389.00,123.20,137.00,1653.00,49.80,25.50,0.00,16.80,8261.00,1.60
34.32,12390.00,124.50,136.60,1654.00,46.00,25.50,0.00,18.80,7988.00,1.70
34.35,12391.00,123.20,136.60,1655.30,48.00,25.00,0.00,22.00,8222.00,2.00
34.38,12392.00,124.20,138.00,1656.40,45.50,24.00,0.00,26.20,8212.00,2.60
34.41,12393.00,123.80,138.40,1657.10,45.50,23.40,0.00,29.30,8209.00,3.00
34.44,12394.00,124.90,139.60,1658.20,46.80,23.20,0.00,31.90,8285.00,3.10
34.47,12395.00,124.40,138.50,1659.50,45.10,23.90,0.00,36.10,8211.00,3.20
34.49,12396.00,125.40,140.40,1660.40,43.40,23.70,0.00,39.30,8456.00,3.40
34.52,12397.00,125.00,142.20,1661.10,39.70,22.90,0.00,42.90,8497.00,3.60
34.55,12398.00,126.10,144.10,1662.30,36.40,21.90,0.00,44.00,8589.00,3.80
34.58,12399.00,126.00,144.30,1663.60,33.60,21.50,0.00,44.50,8560.00,4.00
34.61,12400.00,126.80,144.60,1664.30,33.10,21.50,0.00,44.50,8578.00,4.20
34.64,12401.00,127.60,145.70,1665.00,30.80,21.20,0.00,44.50,8680.00,4.50
34.67,12402.00,127.30,146.50,1666.50,28.80,20.80,0.00,44.50,8704.00,4.80
34.70,12403.00,128.80,147.60,1667.50,27.40,20.20,0.00,44.50,8767.00,5.00
34.73,12404.00,128.30,147.80,1668.30,26.80,19.80,0.00,45.00,8769.00,5.10
34.75,12405.00,129.50,148.60,1669.30,26.50,19.50,0.00,46.10,8824.00,5.30
34.78,12406.00,129.00,148.30,1670.80,25.30,19.30,0.00,48.20,8845.00,5.80
34.81,12407.00,130.50,149.90,1671.50,25.00,18.70,0.00,50.30,8978.00,6.10
34.84,12408.00,130.40,151.70,1672.20,24.30,18.10,0.00,51.80,9005.00,6.30
34.87,12409.00,132.40,150.80,1673.70,24.70,18.40,0.00,52.90,8932.00,6.20
34.89,12410.00,132.10,151.00,1674.70,24.80,18.80,0.00,54.50,8974.00,6.10
34.92,12411.00,133.30,150.80,1675.10,25.70,19.80,0.00,56.00,8985.00,6.00
34.95,12412.00,133.30,152.50,1676.60,25.50,19.60,0.00,58.10,9118.00,6.10
34.98,12413.00,133.90,152.60,1677.80,24.80,19.90,0.00,60.70,9044.00,6.40
35.00,12414.00,134.40,153.30,1678.20,24.80,20.00,0.00,63.40,9113.00,6.90
35.03,12415.00,135.10,155.10,1679.50,25.70,19.50,0.00,66.50,9308.00,7.20
35.06,12416.00,136.80,155.90,1680.80,24.60,19.20,0.00,68.60,9247.00,7.30
35.09,12417.00,136.60,157.10,1681.30,24.60,19.10,0.00,69.60,9323.00,7.10
35.11,12418.00,137.60,157.70,1682.60,25.10,19.20,0.00,70.70,9406.00,6.70
35.14,12419.00,137.60,158.50,1683.90,24.40,19.40,0.00,71.70,9382.00,6.40
35.17,12420.00,139.50,158.60,1684.40,22.90,19.50,0.00,72.30,9478.00,6.40
35.19,12421.00,138.90,160.10,1685.70,21.90,18.90,0.00,72.80,9560.00,6.60
35.22,12422.00,140.10,162.00,1686.90,22.10,18.40,0.00,73.80,9629.00,6.80
35.24,12423.00,139.90,161.90,1687.50,22.30,18.40,0.00,73.80,9592.00,6.80
35.27,12424.00,141.80,161.20,1688.80,20.90,19.00,0.00,74.30,9479.00,6.50
35.30,12425.00,141.80,161.60,1689.80,21.70,19.30,0.00,75.40,9717.00,6.20
35.32,12426.00,142.60,163.50,1690.40,22.40,18.90,0.00,76.40,9666.00,6.00
35.35,12427.00,142.50,163.00,1691.90,20.70,19.30,0.00,77.50,9606.00,6.10
35.37,12428.00,143.50,162.50,1692.70,20.30,19.60,0.00,78.00,9682.00,6.20
35.40,12429.00,144.70,164.60,1693.60,21.20,19.20,0.00,78.50,9844.00,6.50
35.42,12430.00,144.40,165.20,1695.10,20.00,18.60,0.00,79.10,9785.00,6.90
35.45,12431.00,145.20,167.00,1695.70,18.70,17.50,0.00,79.10,10011.00,7.40
35.47,12432.00,145.20,168.60,1696.80,18.50,16.50,0.00,79.60,10048.00,7.60
35.50,12433.00,148.10,169.60,1698.10,19.00,16.00,0.00,79.60,10057.00,7.40
35.52,12434.00,146.90,169.60,1698.60,18.90,16.10,0.00,79.60,10112.00,6.80
35.55,12435.00,148.20,169.50,1700.00,16.20,16.40,0.00,77.00,9987.00,6.30
35.57,12436.00,148.30,171.80,1701.00,14.90,15.50,0.00,66.50,10343.00,5.80
35.60,12438.00,149.20,172.90,1701.60,14.40,14.30,0.00,45.00,10154.00,5.40
35.62,12438.00,149.00,170.70,1703.30,15.30,13.90,0.00,17.80,9516.00,4.70
35.65,12439.00,150.60,161.20,1703.70,20.00,14.30,0.00,5.20,9262.00,3.60
35.67,12440.00,150.40,158.80,1705.00,25.90,14.20,0.00,1.60,8955.00,2.20
35.70,12441.00,150.20,157.20,1706.30,31.90,15.90,0.00,1.00,8693.00,1.00
35.72,12443.00,151.00,157.70,1706.60,38.20,16.30,0.00,1.00,8506.00,0.30
35.74,12443.00,150.40,154.00,1708.30,43.00,18.40,0.00,1.00,8483.00,-0.30
35.77,12444.00,150.40,154.30,1708.90,49.10,18.40,0.00,1.00,8441.00,-0.80
35.79,12445.00,150.10,153.90,1710.00,53.60,19.00,0.00,1.00,8408.00,-1.50
35.82,12446.00,151.30,154.40,1711.30,57.10,18.90,0.10,1.00,8366.00,-2.60
35.84,12448.00,149.30,153.70,1711.60,58.00,19.00,0.10,1.00,8305.00,-4.10
35.87,12448.00,150.20,153.50,1713.30,58.20,17.90,0.20,1.00,8269.00,-6.00
35.89,12449.00,149.40,152.50,1713.90,57.80,17.20,0.30,1.00,8249.00,-7.80
35.91,12450.00,148.80,152.70,1714.90,56.80,16.70,0.50,1.00,8213.00,-9.80
35.94,12451.00,147.20,151.70,1716.40,56.20,16.20,0.50,1.00,8172.00,-11.30
35.96,12453.00,147.70,151.80,1716.80,56.20,15.90,0.90,1.00,8120.00,-12.00
35.99,12453.00,144.90,151.10,1718.30,56.00,14.60,1.50,1.00,8094.00,-11.50
36.01,12454.00,143.80,150.70,1719.30,58.00,13.90,2.00,1.00,8062.00,-10.00
36.04,12455.00,143.10,149.20,1719.90,64.50,12.30,2.10,1.00,8044.00,-8.30
36.07,12456.00,142.40,149.70,1721.50,66.70,12.60,2.10,1.00,7998.00,-6.80
36.09,12457.00,142.30,148.80,1722.20,72.30,11.20,2.10,1.00,7980.00,-5.90
36.12,12458.00,141.30,147.60,1723.00,74.10,10.70,2.30,1.00,7954.00,-5.60
36.14,12459.00,141.30,147.10,1724.70,75.00,9.60,2.40,1.00,7931.00,-5.40
36.17,12460.00,140.10,146.60,1725.30,77.10,9.60,2.30,1.00,7911.00,-5.30
36.19,12461.00,140.60,146.00,1726.20,78.60,8.90,2.30,1.00,7897.00,-5.70
36.22,12462.00,138.50,145.40,1727.80,79.70,9.70,2.40,1.00,7879.00,-6.30
36.25,12463.00,139.80,144.70,1728.10,84.30,9.50,2.70,1.00,7856.00,-6.80
36.27,12464.00,137.70,144.80,1729.30,85.20,10.40,2.70,1.00,7831.00,-6.60
36.30,12465.00,138.10,145.20,1730.60,88.90,10.70,2.60,1.00,7835.00,-5.90
36.33,12466.00,136.30,143.70,1731.20,89.40,10.70,2.60,1.00,7804.00,-4.90
36.35,12467.00,136.70,143.40,1732.40,91.30,10.30,2.60,1.00,7794.00,-4.30
36.38,12468.00,135.60,142.10,1733.60,91.60,10.50,2.40,1.00,7776.00,-4.30
36.41,12469.00,136.10,142.60,1734.20,93.70,11.00,2.00,1.00,7775.00,-4.90
36.43,12470.00,136.00,141.70,1735.40,95.70,12.20,2.00,1.00,7761.00,-5.30
36.46,12471.00,134.50,142.20,1736.90,94.50,12.60,2.00,1.00,7749.00,-4.90
36.49,12472.00,133.40,140.30,1737.30,93.10,12.40,1.90,1.00,7734.00,-3.50
36.52,12473.00,133.40,139.80,1738.30,90.30,11.00,1.60,1.00,7732.00,-1.80
36.54,12474.00,133.90,138.60,1739.90,88.50,11.20,1.30,1.00,7722.00,-0.80
36.57,12475.00,133.90,139.10,1740.50,88.40,11.70,1.00,1.00,7706.00,-1.00
36.60,12476.00,134.50,138.50,1741.30,88.70,13.50,1.00,1.00,7709.00,-1.60
36.62,12477.00,133.20,138.90,1742.90,89.00,14.10,1.00,1.00,7686.00,-1.80
36.65,12478.00,133.10,137.70,1743.60,86.90,15.10,0.80,1.00,7686.00,-1.10
36.68,12479.00,132.00,137.80,1744.30,85.00,15.20,0.50,1.00,7691.00,-0.10
36.71,12480.00,133.90,136.70,1745.80,79.10,15.50,0.30,1.00,7696.00,0.40
36.73,12481.00,133.20,136.70,1746.70,75.70,15.30,0.00,1.00,7687.00,0.10
36.76,12482.00,133.90,135.90,1747.30,72.60,15.60,0.00,1.00,7681.00,-0.80
36.79,12483.00,133.10,136.20,1748.80,70.00,16.40,0.00,1.00,7681.00,-1.80
36.82,12484.00,133.10,135.50,1749.90,69.80,17.10,0.00,1.00,7675.00,-2.70
36.84,12485.00,132.50,135.80,1750.50,68.90,17.70,0.00,1.00,7680.00,-3.30
36.87,12486.00,132.40,135.10,1751.80,69.60,18.40,0.00,1.00,7678.00,-3.60
36.90,12487.00,132.40,135.50,1753.10,68.00,19.60,0.00,1.00,7674.00,-3.70
36.93,12488.00,131.40,134.50,1753.60,70.50,20.40,0.00,1.00,7682.00,-3.60
36.96,12489.00,131.70,134.50,1754.60,68.50,21.20,0.00,1.00,7688.00,-3.50
36.98,12490.00,130.20,133.40,1756.20,70.40,21.60,0.00,1.00,7681.00,-3.30
37.01,12491.00,130.80,133.60,1756.90,68.30,21.60,0.00,1.00,7700.00,-3.10
37.04,12492.00,129.50,132.80,1757.60,71.40,21.30,0.00,1.00,7686.00,-3.10
37.07,12493.00,130.80,133.10,1759.00,68.80,22.20,0.00,1.00,7679.00,-3.40
37.10,12494.00,129.10,132.20,1760.00,73.90,22.20,0.00,1.00,7681.00,-3.80
37.12,12495.00,130.20,132.60,1760.70,69.80,23.20,0.00,1.00,7682.00,-4.00
37.15,12496.00,128.40,131.80,1761.90,73.00,23.00,0.00,1.00,7678.00,-3.80
37.18,12497.00,128.70,131.60,1763.10,70.10,23.30,0.00,1.00,7704.00,-3.50
37.21,12498.00,127.80,131.30,1763.80,71.60,22.40,0.00,1.00,7731.00,-3.20
37.24,12499.00,128.00,131.00,1764.70,68.60,22.50,0.00,1.60,7773.00,-3.20
37.27,12500.00,127.00,131.10,1766.20,71.10,21.80,0.00,1.60,7805.00,-3.30
37.29,12501.00,127.20,131.10,1767.10,69.10,22.30,0.00,2.10,7820.00,-3.30
37.32,12502.00,126.70,131.90,1767.80,70.40,21.60,0.00,2.10,7808.00,-3.20
37.35,12503.00,126.10,131.40,1769.00,67.60,22.80,0.00,2.60,7812.00,-3.00
37.38,12504.00,127.00,132.30,1770.40,68.20,21.40,0.00,2.60,7820.00,-2.80
37.41,12505.00,125.40,131.60,1770.90,65.10,22.70,0.00,3.10,7854.00,-2.40
37.44,12506.00,126.30,132.70,1771.90,64.50,20.80,0.00,4.20,7902.00,-2.10
37.47,12507.00,124.90,131.30,1773.20,61.50,21.70,0.10,4.20,8010.00,-1.90
37.50,12508.00,125.50,132.30,1774.20,62.60,20.00,0.00,4.70,8058.00,-1.60
37.53,12509.00,124.60,130.80,1774.90,60.90,21.20,0.00,4.70,8120.00,-1.20
37.56,12510.00,125.20,131.80,1776.00,62.70,20.60,0.00,4.70,8163.00,-0.90
37.59,12511.00,123.80,131.30,1777.40,62.50,21.80,0.00,4.70,7942.00,-0.80
37.61,12512.00,125.10,134.20,1778.30,63.30,22.10,0.00,5.20,7888.00,-0.90
37.64,12513.00,124.10,131.40,1779.00,63.30,23.40,0.00,5.80,7863.00,-1.00
37.67,12514.00,124.60,133.10,1780.20,62.90,23.40,0.00,6.30,7914.00,-0.80
37.70,12515.00,123.90,132.00,1781.50,60.90,23.70,0.00,6.80,7849.00,-0.50
37.73,12516.00,124.40,133.50,1782.20,63.00,23.00,0.00,7.30,7996.00,-0.40
37.76,12517.00,124.80,133.40,1782.90,62.00,23.40,0.00,7.90,7894.00,-0.20
37.79,12518.00,123.90,133.80,1784.30,63.20,23.80,0.00,7.90,8005.00,0.00
37.82,12519.00,125.10,134.30,1785.60,61.70,24.00,0.00,8.40,7924.00,0.10
37.85,12520.00,124.00,134.30,1786.10,59.80,23.60,0.00,8.90,8024.00,-0.20
37.88,12521.00,125.10,135.90,1787.10,61.90,23.50,0.00,9.40,7996.00,-0.60
37.91,12522.00,124.00,134.10,1788.50,58.00,24.40,0.00,9.90,7981.00,-0.80
37.94,12523.00,124.30,135.50,1789.70,59.40,25.00,0.00,10.50,7990.00,-0.60
37.97,12524.00,123.60,134.50,1790.10,57.60,24.50,0.00,10.50,8100.00,0.10
38.00,12525.00,124.20,137.00,1791.20,53.30,22.70,0.00,11.50,8100.00,0.70
38.03,12526.00,123.70,135.60,1792.50,50.30,22.20,0.00,11.50,8052.00,0.90
38.06,12527.00,124.40,136.50,1793.60,53.30,22.20,0.00,11.50,8153.00,0.80
38.09,12528.00,124.20,135.50,1794.30,53.50,23.10,0.00,11.50,7986.00,0.70
38.12,12529.00,124.50,135.60,1795.40,53.80,23.70,0.00,11.50,8086.00,0.90
38.14,12530.00,124.20,135.90,1796.70,53.00,23.60,0.00,11.50,8068.00,1.20
38.17,12531.00,124.50,136.30,1797.50,53.80,23.30,0.00,13.10,8088.00,1.50
38.20,12532.00,125.30,136.60,1798.20,53.90,23.70,0.00,13.60,8126.00,1.60
38.23,12533.00,124.60,136.20,1799.50,54.80,24.80,0.00,14.10,8057.00,1.70
38.26,12534.00,126.20,137.30,1800.80,57.00,24.80,0.00,14.10,8182.00,1.80
38.29,12535.00,125.00,137.60,1801.60,54.70,24.30,0.00,14.10,8164.00,1.80
38.32,12536.00,126.20,138.50,1802.30,53.90,24.00,0.00,14.70,8200.00,1.80
38.35,12537.00,125.50,138.10,1803.70,54.70,24.00,0.00,15.20,8218.00,1.60
38.38,12538.00,126.30,139.20,1804.90,55.60,24.00,0.00,15.20,8265.00,1.50
38.41,12539.00,125.80,138.30,1805.50,54.20,24.30,0.00,15.20,8207.00,1.30
38.44,12540.00,126.40,139.20,1806.40,56.10,24.50,0.00,15.70,8282.00,1.10
38.47,12541.00,125.60,139.00,1807.90,54.90,24.80,0.00,16.20,8247.00,1.10
38.49,12542.00,126.60,138.80,1808.70,53.70,25.40,0.00,17.80,8257.00,1.20
38.52,12543.00,126.20,139.70,1809.40,52.30,24.90,0.00,18.30,8321.00,1.70
38.55,12544.00,126.60,140.60,1810.70,52.50,24.20,0.00,18.30,8381.00,2.10
38.58,12545.00,127.50,141.50,1812.10,49.20,23.50,0.00,18.80,8349.00,2.30
38.61,12546.00,126.90,141.10,1812.70,51.40,23.80,0.00,19.40,8381.00,2.20
38.64,12547.00,128.60,141.70,1813.60,50.90,23.70,0.00,19.40,8398.00,2.00
38.67,12548.00,127.30,141.10,1815.00,50.30,24.10,0.00,19.90,8391.00,1.90
38.70,12549.00,128.30,142.30,1815.90,47.20,23.70,0.00,20.40,8443.00,2.00
38.72,12550.00,127.40,142.60,1816.50,47.20,23.20,0.00,20.90,8497.00,2.30
38.75,12551.00,128.40,143.10,1817.70,46.20,22.50,0.00,21.50,8495.00,2.60
38.78,12552.00,127.80,143.40,1819.10,46.90,23.10,0.00,21.50,8513.00,2.70
38.81,12553.00,129.40,143.40,1819.60,48.00,23.30,0.00,21.50,8516.00,2.40
38.84,12554.00,128.80,143.90,1820.60,47.20,23.70,0.00,22.00,8521.00,2.30
38.87,12555.00,129.50,143.90,1822.10,47.20,23.70,0.00,23.60,8584.00,2.30
38.90,12556.00,129.60,144.70,1822.90,46.00,23.60,0.00,24.60,8598.00,2.50
38.92,12557.00,129.70,144.80,1823.70,46.80,23.90,0.00,25.10,8622.00,2.60
38.95,12558.00,130.30,145.50,1825.00,46.80,24.30,0.00,25.70,8602.00,2.50
38.98,12559.00,130.10,145.20,1826.30,47.10,24.80,0.00,26.20,8631.00,2.40
39.01,12560.00,130.30,146.10,1826.70,45.50,24.50,0.00,26.20,8683.00,2.50
39.04,12561.00,130.40,147.30,1827.80,45.60,24.00,0.00,27.20,8769.00,2.90
39.06,12562.00,131.50,147.50,1829.20,43.70,23.70,0.00,27.70,8675.00,3.20
39.09,12563.00,131.10,147.50,1830.10,44.60,23.90,0.00,27.70,8812.00,3.30
39.12,12564.00,132.50,147.50,1830.80,43.90,23.80,0.00,28.80,8778.00,3.50
39.15,12565.00,131.70,148.70,1832.20,42.90,23.80,0.00,29.30,8809.00,3.70
39.17,12566.00,132.70,149.20,1833.20,43.70,23.50,0.00,30.40,8886.00,3.70
39.20,12567.00,131.70,150.10,1833.60,42.50,23.50,0.00,31.40,8858.00,3.60
39.23,12568.00,134.00,149.10,1835.20,43.20,24.40,0.00,31.40,8820.00,3.30
39.26,12569.00,133.20,150.00,1836.20,44.40,24.50,0.00,32.50,8993.00,3.10
39.28,12570.00,134.00,150.20,1836.80,42.70,24.80,0.00,33.00,8915.00,3.10
39.31,12571.00,134.20,150.90,1838.10,42.30,24.50,0.00,33.00,9010.00,3.50
39.34,12572.00,134.30,152.90,1839.30,41.00,23.50,0.00,34.00,9110.00,3.80
39.37,12573.00,134.70,152.40,1839.90,40.20,23.20,0.00,35.10,9007.00,3.90
39.39,12574.00,135.10,153.70,1841.10,41.30,22.80,0.00,35.60,9201.00,3.80
39.42,12575.00,136.30,153.40,1842.50,39.80,23.20,0.00,36.10,9061.00,3.60
39.45,12576.00,135.90,153.70,1842.90,40.00,23.30,0.00,36.60,9183.00,3.50
39.47,12577.00,136.50,154.50,1844.10,39.20,23.20,0.00,37.70,9180.00,3.50
39.50,12578.00,135.90,154.90,1845.60,38.50,23.40,0.00,39.30,9192.00,3.60
39.53,12579.00,137.20,155.40,1846.20,37.80,23.20,0.00,41.40,9268.00,3.80
39.55,12580.00,137.00,156.00,1847.20,37.60,23.20,0.00,42.40,9273.00,3.90
39.58,12581.00,138.40,157.70,1848.70,37.50,22.90,0.00,44.00,9355.00,4.00
39.61,12582.00,137.70,156.80,1849.10,37.10,23.10,0.00,45.50,9308.00,4.10
39.63,12583.00,138.60,157.60,1850.10,36.30,23.10,0.00,47.10,9388.00,4.20
39.66,12584.00,138.40,158.10,1851.70,35.90,23.10,0.00,48.70,9448.00,4.30
39.69,12585.00,139.60,159.10,1852.00,34.90,23.00,0.00,50.80,9393.00,4.30
39.71,12586.00,140.00,159.60,1853.20,33.20,22.70,0.00,52.90,9531.00,4.30
39.74,12587.00,139.80,159.50,1854.70,32.70,22.60,0.00,56.00,9497.00,4.40
39.77,12588.00,140.50,161.20,1855.30,31.50,22.20,0.00,58.10,9560.00,4.70
39.79,12589.00,140.60,161.10,1856.40,30.40,22.00,0.00,59.20,9583.00,4.90
39.82,12590.00,142.20,162.00,1857.60,28.90,21.40,0.00,62.30,9627.00,5.10
39.84,12591.00,141.30,162.50,1858.20,27.00,20.70,0.00,64.40,9696.00,5.20
39.87,12592.00,142.40,163.50,1859.50,25.80,19.90,0.00,67.00,9743.00,5.50
