Time,Dist,Vfront,Vrear,LapMeter,F_Susp,R_Susp,F_Brake,Throttle,RPM ECU,Bike_Acc
0.00,10759.00,266.10,279.00,5470.80,20.30,11.50,0.00,100.00,13096.00,2.10
0.01,10760.00,266.00,279.90,5472.70,20.50,11.90,0.00,100.00,13093.00,1.70
0.03,10761.00,265.80,280.50,4105.80,20.50,11.90,0.00,100.00,13133.00,1.30
0.04,10762.00,266.10,280.60,1.50,20.80,11.80,0.00,100.00,13192.00,0.90
0.06,10763.00,265.50,280.30,1.50,20.90,11.90,0.00,100.00,13131.00,0.70
0.07,10764.00,265.30,280.00,1.50,20.90,11.70,0.00,100.00,13132.00,0.60
0.08,10765.00,265.60,279.90,1.50,20.70,11.70,0.00,100.00,13148.00,0.70
0.10,10766.00,266.00,281.60,3.70,19.50,11.20,0.00,100.00,13214.00,0.90
0.11,10767.00,266.10,282.30,4.40,18.70,10.60,0.00,100.00,13245.00,1.20
0.12,10768.00,266.00,282.70,4.80,17.60,9.60,0.00,100.00,13362.00,1.70
0.14,10769.00,265.60,283.40,6.70,17.30,8.90,0.00,100.00,13331.00,2.10
0.15,10770.00,265.10,283.90,7.40,16.70,8.20,0.00,100.00,13316.00,2.50
0.17,10772.00,265.40,283.80,8.10,16.90,8.20,0.00,100.00,13247.00,2.80
0.18,10772.00,267.00,283.00,10.00,16.80,8.30,0.00,100.00,13231.00,3.00
0.19,10773.00,266.90,282.90,10.30,16.70,8.40,0.00,100.00,13249.00,3.20
0.21,10775.00,266.70,283.00,11.00,16.60,8.40,0.00,100.00,13311.00,3.20
0.22,10775.00,266.90,283.10,12.90,16.40,8.30,0.00,100.00,13308.00,3.20
0.23,10777.00,266.60,283.90,13.30,16.40,8.30,0.00,100.00,13325.00,3.10
0.25,10778.00,266.40,283.90,14.00,16.60,8.70,0.00,100.00,13296.00,2.90
0.26,10778.00,266.80,282.50,16.30,17.60,9.50,0.00,100.00,13202.00,2.70
0.28,10780.00,267.90,282.50,16.30,18.00,10.40,0.00,100.00,13165.00,2.50
0.29,10781.00,268.20,282.10,17.30,18.60,11.70,0.00,100.00,13192.00,2.20
0.30,10781.00,267.70,281.50,19.20,18.60,12.20,0.00,100.00,13237.00,1.90
0.32,10783.00,267.50,281.80,19.20,19.30,12.40,0.00,100.00,13266.00,1.60
0.33,10784.00,267.30,282.00,20.30,19.70,12.40,0.00,100.00,13267.00,1.40
0.34,10784.00,267.40,282.30,22.20,20.40,12.60,0.00,100.00,13196.00,1.20
0.36,10786.00,268.20,282.70,22.20,20.90,12.80,0.00,100.00,13234.00,1.00
0.37,10787.00,268.40,282.80,23.80,21.60,13.10,0.00,100.00,13244.00,0.90
0.38,10787.00,268.30,282.60,25.20,21.80,12.80,0.00,100.00,13282.00,0.80
0.40,10789.00,268.40,282.40,25.20,21.90,12.40,0.00,100.00,13306.00,0.80
0.41,10790.00,268.00,283.40,26.60,21.60,11.80,0.00,100.00,13334.00,0.90
0.43,10790.00,267.50,284.60,28.20,20.80,11.30,0.00,100.00,13322.00,1.00
0.44,10791.00,267.30,285.10,28.20,19.80,10.50,0.00,100.00,13399.00,1.20
0.45,10792.00,268.10,285.40,29.70,18.90,9.80,0.00,100.00,13398.00,1.40
0.47,10793.00,268.80,285.60,31.10,18.30,9.10,0.00,100.00,13412.00,1.70
0.48,10794.00,268.40,285.60,31.10,17.60,8.60,0.00,100.00,13412.00,2.00
0.49,10795.00,268.50,286.00,33.00,17.00,8.20,0.00,100.00,13398.00,2.30
0.51,10796.00,268.50,286.20,34.20,16.40,7.90,0.00,100.00,13422.00,2.60
0.52,10797.00,267.80,285.80,34.20,15.90,7.70,0.00,100.00,13439.00,2.90
0.53,10798.00,268.20,287.30,36.10,15.40,7.50,0.00,100.00,13462.00,3.00
0.55,10799.00,268.90,287.60,37.20,15.90,7.50,0.00,100.00,13473.00,3.00
0.56,10800.00,269.60,286.70,37.20,16.30,7.80,0.00,100.00,13391.00,2.80
0.58,10801.00,269.80,285.50,39.10,16.90,8.40,0.00,100.00,13331.00,2.50
0.59,10802.00,269.70,284.60,40.20,17.70,9.40,0.00,100.00,13345.00,2.00
0.60,10803.00,269.40,284.20,40.20,18.10,10.40,0.00,100.00,13105.00,1.60
0.62,10804.00,269.30,283.40,42.40,18.80,11.30,0.00,100.00,12678.00,1.00
0.63,10805.00,269.70,281.10,43.10,20.10,12.30,0.00,100.00,12507.00,0.50
0.64,10806.00,270.40,277.30,43.50,22.80,13.20,0.00,100.00,12194.00,0.00
0.66,10807.00,270.10,276.10,45.40,26.00,13.70,0.00,100.00,12022.00,-0.40
0.67,10808.00,269.90,276.30,46.10,28.80,14.00,0.00,100.00,12442.00,-0.60
0.68,10809.00,269.70,278.40,46.50,31.10,14.00,0.00,100.00,12462.00,-0.70
0.70,10810.00,269.10,283.40,48.40,32.90,13.40,0.00,100.00,12262.00,-0.60
0.71,10811.00,268.90,284.20,49.10,34.10,13.40,0.00,100.00,12360.00,-0.50
0.72,10812.00,269.10,283.00,49.40,33.10,14.30,0.00,100.00,12245.00,-0.30
0.74,10813.00,270.10,283.00,51.80,31.40,14.30,0.00,100.00,12322.00,-0.20
0.75,10814.00,269.80,283.80,52.20,30.90,13.60,0.00,100.00,12460.00,-0.10
0.77,10815.00,269.40,284.90,52.50,30.00,12.70,0.00,100.00,12494.00,0.00
0.78,10816.00,269.80,286.30,54.80,28.90,11.70,0.00,100.00,12514.00,0.10
0.79,10817.00,269.30,286.80,55.10,27.40,11.10,0.00,100.00,12410.00,0.20
0.81,10818.00,268.90,286.60,55.80,25.50,11.00,0.00,100.00,12400.00,0.30
0.82,10819.00,268.80,285.40,57.70,23.80,10.70,0.00,100.00,12385.00,0.50
0.83,10820.00,269.80,284.70,58.10,22.40,10.40,0.00,100.00,12444.00,0.70
0.85,10821.00,270.20,285.10,58.80,22.10,10.00,0.00,100.00,12484.00,0.90
0.86,10822.00,269.80,286.60,60.70,21.50,9.60,0.00,100.00,12515.00,1.10
0.87,10823.00,269.70,287.40,61.10,20.50,9.10,0.00,100.00,12485.00,1.30
0.89,10824.00,269.40,287.50,61.80,19.50,8.90,0.00,100.00,12479.00,1.50
0.90,10825.00,268.70,286.90,64.20,18.60,8.60,0.00,100.00,12516.00,1.70
0.91,10826.00,269.50,287.00,64.20,18.00,8.40,0.00,100.00,12478.00,1.80
0.93,10827.00,270.20,287.20,65.20,17.80,8.10,0.00,100.00,12540.00,2.00
0.94,10828.00,270.60,287.30,67.10,17.60,8.00,0.00,100.00,12518.00,2.10
0.96,10829.00,270.50,287.40,67.10,17.80,7.90,0.00,100.00,12536.00,2.10
0.97,10830.00,270.30,287.70,68.20,18.00,8.00,0.00,100.00,12497.00,2.00
0.98,10831.00,270.10,288.20,70.10,18.30,8.30,0.00,100.00,12484.00,1.90
1.00,10832.00,269.60,287.20,70.10,18.70,8.80,0.00,100.00,12461.00,1.70
1.01,10833.00,270.30,286.20,71.20,19.00,9.50,0.00,100.00,12457.00,1.60
1.02,10834.00,271.70,285.10,73.10,19.20,10.20,0.00,100.00,12459.00,1.40
1.04,10835.00,271.20,285.90,73.10,19.10,11.10,0.00,100.00,12464.00,1.20
1.05,10836.00,271.10,286.20,74.30,19.00,11.70,0.00,100.00,12446.00,1.10
1.06,10837.00,271.00,286.20,76.20,18.10,12.10,0.00,100.00,12426.00,1.10
1.08,10838.00,270.40,286.00,76.20,18.00,12.10,0.00,100.00,12445.00,1.10
1.09,10839.00,270.10,286.00,77.20,18.30,12.10,0.00,100.00,12460.00,1.10
1.10,10840.00,270.20,286.20,79.10,19.20,11.80,0.00,100.00,12495.00,1.20
1.12,10841.00,271.70,286.60,79.10,20.00,11.50,0.00,100.00,12505.00,1.30
1.13,10842.00,271.70,286.70,80.50,20.80,11.10,0.00,100.00,12508.00,1.40
1.14,10843.00,271.10,286.90,82.10,20.90,10.90,0.00,100.00,12472.00,1.40
1.16,10844.00,271.50,287.70,82.10,21.00,10.70,0.00,100.00,12514.00,1.50
1.17,10845.00,271.10,288.00,83.60,21.20,10.50,0.00,100.00,12498.00,1.60
1.18,10846.00,270.60,287.80,85.20,21.00,10.30,0.00,100.00,12538.00,1.70
1.20,10847.00,270.80,287.30,85.20,20.90,10.10,0.00,100.00,12532.00,1.80
1.21,10848.00,271.60,287.80,86.70,20.70,9.90,0.00,100.00,12567.00,1.90
1.23,10849.00,272.30,288.30,88.20,20.90,9.90,0.00,100.00,12550.00,2.00
1.24,10850.00,271.80,288.20,88.20,21.10,10.00,0.00,100.00,12542.00,2.00
1.25,10851.00,272.00,288.10,89.70,21.50,10.30,0.00,100.00,12491.00,1.90
1.27,10852.00,272.10,288.00,91.20,21.50,10.40,0.00,100.00,12535.00,1.80
1.28,10853.00,271.60,287.80,91.20,21.60,10.40,0.00,100.00,12527.00,1.60
1.29,10854.00,271.50,287.80,92.70,21.50,10.40,0.00,100.00,12579.00,1.40
1.31,10855.00,272.00,287.90,94.20,21.90,10.40,0.00,100.00,12565.00,1.10
1.32,10857.00,273.10,288.00,94.20,22.10,10.60,0.00,100.00,12547.00,0.90
1.33,10858.00,272.90,288.50,95.80,22.10,10.70,0.00,100.00,12513.00,0.70
1.35,10858.00,272.50,288.60,97.20,21.90,11.10,0.00,100.00,12524.00,0.50
1.36,10860.00,272.30,287.80,97.20,21.60,11.20,0.00,100.00,12534.00,0.40
1.37,10861.00,272.00,288.00,99.10,21.00,11.10,0.00,100.00,12569.00,0.50
1.39,10861.00,271.80,288.50,100.30,20.50,10.80,0.00,100.00,12598.00,0.70
1.40,10863.00,272.00,289.40,100.30,20.10,10.50,0.00,100.00,12610.00,1.00
1.41,10863.00,272.50,289.70,102.20,18.50,10.00,0.00,100.00,12637.00,1.40
1.43,10864.00,272.60,290.10,103.20,17.70,9.50,0.00,100.00,12624.00,1.70
1.44,10866.00,272.50,290.90,103.20,17.10,9.10,0.00,100.00,12680.00,2.00
1.45,10866.00,272.70,291.20,105.10,17.30,8.80,0.00,100.00,12656.00,2.30
1.47,10867.00,272.60,290.80,106.30,17.60,8.70,0.00,100.00,12705.00,2.50
1.48,10869.00,272.00,289.20,106.30,18.40,9.00,0.00,100.00,12555.00,2.60
1.49,10869.00,272.90,289.30,108.20,18.60,9.40,0.00,100.00,12582.00,2.50
1.51,10870.00,273.50,289.40,109.30,18.60,9.90,0.00,100.00,12570.00,2.40
1.52,10872.00,273.70,289.60,109.30,18.30,10.30,0.00,100.00,12625.00,2.10
1.53,10872.00,273.70,290.00,111.20,18.50,10.20,0.00,100.00,12671.00,1.90
1.55,10873.00,273.70,290.40,112.40,18.80,10.30,0.00,100.00,12692.00,1.70
1.56,10875.00,273.80,290.70,112.40,19.20,10.40,0.00,100.00,12570.00,1.50
1.57,10875.00,273.10,289.10,114.30,19.80,11.00,0.00,100.00,12547.00,1.40
1.59,10876.00,273.00,288.30,115.50,20.30,11.40,0.00,100.00,12556.00,1.30
1.60,10878.00,273.90,288.50,115.50,20.50,11.70,0.00,100.00,12623.00,1.10
1.61,10878.00,274.20,290.30,117.40,20.70,11.50,0.00,100.00,12683.00,1.00
1.63,10879.00,274.30,291.10,118.40,21.20,11.30,0.00,100.00,12678.00,0.90
1.64,10881.00,274.10,290.60,118.40,21.30,11.00,0.00,100.00,12617.00,0.80
1.65,10881.00,274.10,290.20,120.30,21.30,11.00,0.00,100.00,12597.00,0.70
1.67,10882.00,273.80,289.90,121.50,21.20,11.00,0.00,100.00,12632.00,0.70
1.68,10884.00,272.90,290.00,121.50,21.30,10.90,0.00,100.00,12643.00,0.70
1.69,10884.00,273.80,290.40,123.40,21.10,10.60,0.00,100.00,12693.00,0.80
1.71,10885.00,274.40,291.10,124.50,20.90,10.30,0.00,100.00,12687.00,0.80
1.72,10886.00,274.50,292.30,124.50,20.10,10.00,0.00,100.00,12705.00,1.00
1.73,10887.00,274.20,292.30,126.40,19.20,9.60,0.00,100.00,12688.00,1.20
1.75,10888.00,274.10,292.10,127.60,18.50,9.20,0.00,100.00,12757.00,1.50
1.76,10889.00,274.30,291.60,127.60,18.00,8.80,0.00,100.00,12734.00,1.80
1.77,10890.00,273.60,292.60,129.50,17.60,8.50,0.00,100.00,12767.00,2.00
1.79,10891.00,273.60,293.00,130.70,17.80,8.30,0.00,100.00,12735.00,2.10
1.80,10892.00,274.80,292.50,130.70,18.10,8.50,0.00,100.00,12719.00,2.20
1.81,10893.00,275.10,292.30,132.60,18.00,8.70,0.00,100.00,12669.00,2.30
1.83,10894.00,275.20,292.10,133.70,18.10,9.00,0.00,100.00,12692.00,2.30
1.84,10895.00,275.00,292.00,133.70,18.20,9.30,0.00,100.00,12735.00,2.30
1.85,10897.00,275.00,291.50,135.60,18.60,9.50,0.00,100.00,12707.00,2.20
1.87,10898.00,275.00,291.30,136.70,19.10,9.70,0.00,100.00,12687.00,2.10
1.88,10898.00,274.70,291.50,136.70,19.70,10.30,0.00,100.00,12634.00,2.00
1.89,10900.00,274.70,291.10,138.60,20.00,10.80,0.00,100.00,12666.00,1.90
1.91,10901.00,275.10,291.00,139.80,20.40,11.20,0.00,100.00,12659.00,1.70
1.92,10901.00,276.50,291.70,139.80,21.30,11.50,0.00,100.00,12711.00,1.50
1.93,10902.00,276.10,291.60,141.70,21.90,11.80,0.00,100.00,12668.00,1.20
1.95,10904.00,275.80,291.30,142.90,22.60,11.90,0.00,100.00,12665.00,1.00
1.96,10904.00,275.80,290.40,142.90,23.10,12.20,0.00,100.00,12670.00,0.70
1.97,10905.00,275.40,290.70,144.80,23.60,12.30,0.00,100.00,12674.00,0.50
1.99,10906.00,275.20,291.30,145.90,24.30,12.40,0.00,100.00,12675.00,0.30
2.00,10907.00,275.30,292.30,145.90,24.40,12.40,0.00,100.00,12676.00,0.20
2.01,10908.00,276.10,291.80,147.80,24.20,12.20,0.00,100.00,12696.00,0.20
2.03,10909.00,276.30,291.70,149.00,23.70,11.90,0.00,100.00,12732.00,0.30
2.04,10910.00,275.60,292.30,149.00,22.90,11.40,0.00,100.00,12758.00,0.50
2.05,10911.00,275.90,293.10,150.90,22.10,10.70,0.00,100.00,12793.00,0.80
2.07,10912.00,275.90,293.60,152.10,21.50,10.00,0.00,100.00,12807.00,1.10
2.08,10913.00,275.30,293.90,152.10,20.90,9.50,0.00,100.00,12794.00,1.30
2.09,10914.00,274.90,294.60,154.00,20.10,8.90,0.00,100.00,12838.00,1.50
2.11,10915.00,275.40,294.90,155.20,19.80,8.70,0.00,100.00,12817.00,1.70
2.12,10916.00,276.90,294.60,155.20,19.80,8.40,0.00,100.00,12821.00,1.80
2.13,10917.00,276.70,294.20,157.10,19.70,8.40,0.00,100.00,12779.00,1.80
2.15,10918.00,276.40,293.90,158.20,19.10,8.60,0.00,100.00,12759.00,1.80
2.16,10919.00,276.50,293.60,158.20,18.50,8.70,0.00,100.00,12800.00,1.80
2.17,10920.00,276.30,293.70,159.70,18.50,8.70,0.00,100.00,12853.00,1.80
2.19,10921.00,275.90,294.10,161.20,18.80,8.80,0.00,100.00,12792.00,1.70
2.20,10923.00,275.70,295.00,161.20,19.10,9.20,0.00,100.00,12780.00,1.50
2.21,10923.00,276.70,293.80,162.80,19.50,9.80,0.00,100.00,12697.00,1.40
2.23,10924.00,277.60,292.50,164.30,19.30,10.40,0.00,100.00,12742.00,1.20
2.24,10926.00,277.00,292.40,164.30,19.10,10.70,0.00,100.00,12758.00,1.10
2.25,10926.00,277.00,293.10,165.90,19.10,10.60,0.00,100.00,12828.00,1.00
2.27,10927.00,277.10,293.70,167.40,19.50,10.40,0.00,100.00,12804.00,1.00
2.28,10929.00,276.60,293.80,167.40,20.00,10.40,0.00,100.00,12764.00,1.10
2.29,10929.00,276.40,293.80,168.90,20.30,10.50,0.00,100.00,12738.00,1.20
2.31,10930.00,276.30,293.70,170.50,20.60,10.70,0.00,100.00,12723.00,1.30
2.32,10931.00,277.00,293.20,170.50,20.90,10.80,0.00,100.00,12785.00,1.30
2.33,10932.00,277.50,293.40,172.00,21.30,10.70,0.00,100.00,12797.00,1.20
2.34,10933.00,277.80,293.80,173.60,22.10,10.40,0.00,100.00,12843.00,1.10
2.36,10934.00,277.50,294.00,173.60,22.40,10.50,0.00,100.00,12789.00,1.00
2.37,10935.00,277.50,293.60,175.10,22.90,10.50,0.00,100.00,12775.00,0.80
2.38,10936.00,277.50,293.30,176.70,23.30,10.90,0.00,100.00,12765.00,0.70
2.40,10937.00,277.10,294.00,176.70,23.80,11.10,0.00,100.00,12792.00,0.60
2.41,10938.00,276.90,293.90,178.20,23.60,11.50,0.00,100.00,12747.00,0.60
2.42,10939.00,277.00,293.60,179.80,23.30,11.30,0.00,100.00,12844.00,0.60
2.44,10940.00,278.00,293.90,179.80,23.10,11.10,0.00,100.00,12836.00,0.70
2.45,10942.00,278.00,294.30,180.90,22.70,10.90,0.00,100.00,12857.00,0.80
2.46,10943.00,277.40,294.50,182.80,22.10,10.60,0.00,100.00,12777.00,1.00
2.48,10943.00,277.80,294.40,182.80,21.50,10.30,0.00,100.00,12832.00,1.10
2.49,10944.00,277.50,294.90,184.00,21.40,10.10,0.00,100.00,12835.00,1.20
2.50,10946.00,276.90,295.90,185.90,21.20,9.90,0.00,100.00,12865.00,1.30
2.52,10946.00,276.90,295.70,185.90,21.50,9.60,0.00,100.00,12863.00,1.30
2.53,10947.00,277.70,295.40,187.10,22.10,9.70,0.00,100.00,12856.00,1.20
2.54,10949.00,279.00,294.80,189.00,22.30,9.90,0.00,100.00,12795.00,1.20
2.56,10949.00,278.40,294.20,189.00,22.20,10.30,0.00,100.00,12790.00,1.10
2.57,10950.00,278.20,294.00,190.20,21.90,10.60,0.00,100.00,12801.00,1.00
2.58,10951.00,278.20,293.90,192.10,21.50,10.70,0.00,100.00,12879.00,1.00
2.60,10952.00,277.90,295.40,192.10,21.20,10.50,0.00,100.00,12864.00,1.00
2.61,10953.00,277.60,296.10,193.30,21.20,10.30,0.00,100.00,12900.00,1.00
2.62,10954.00,277.50,295.70,195.20,20.90,10.20,0.00,100.00,12835.00,1.00
2.63,10955.00,278.10,295.20,195.20,20.90,10.30,0.00,100.00,12815.00,1.00
2.65,10956.00,278.60,294.90,196.00,21.00,10.30,0.00,100.00,12857.00,0.90
2.66,10957.00,279.00,294.90,198.30,21.50,10.30,0.00,100.00,12834.00,0.90
2.67,10959.00,278.70,294.80,198.30,21.60,10.20,0.00,100.00,12889.00,0.90
2.69,10960.00,278.50,295.20,199.10,21.70,10.20,0.00,100.00,12856.00,0.90
2.70,10960.00,278.50,296.10,201.00,21.40,10.20,0.00,100.00,12864.00,1.00
2.71,10961.00,278.10,295.90,201.40,20.90,9.90,0.00,100.00,12871.00,1.20
2.73,10963.00,277.80,295.80,202.20,20.50,9.70,0.00,100.00,12917.00,1.20
2.74,10963.00,277.80,296.00,204.10,20.40,9.50,0.00,100.00,12903.00,1.30
2.75,10964.00,278.80,296.20,204.50,20.80,9.50,0.00,100.00,12919.00,1.20
2.77,10965.00,279.50,296.00,205.30,21.70,9.60,0.00,100.00,12847.00,1.10
2.78,10966.00,278.90,295.10,207.20,22.20,10.10,0.00,100.00,12831.00,0.90
2.79,10967.00,279.10,295.40,207.60,22.10,10.40,0.00,100.00,12816.00,0.70
2.81,10968.00,279.30,295.80,207.90,22.40,10.80,0.00,100.00,12870.00,0.60
2.82,10969.00,278.60,295.60,210.30,22.70,11.00,0.00,100.00,12909.00,0.40
2.83,10970.00,278.20,295.70,210.60,22.80,11.00,0.00,100.00,12873.00,0.30
2.84,10971.00,278.20,295.80,211.00,22.10,11.00,0.00,100.00,12861.00,0.20
2.86,10972.00,279.30,295.30,212.90,21.50,11.10,0.00,100.00,12839.00,0.20
2.87,10973.00,279.40,295.40,213.70,21.00,10.80,0.00,100.00,12930.00,0.20
2.88,10974.00,279.10,296.00,214.10,20.70,10.50,0.00,100.00,12877.00,0.30
2.90,10976.00,279.20,297.10,216.00,20.50,10.10,0.00,100.00,12946.00,0.50
2.91,10976.00,278.90,297.50,216.80,20.40,9.80,0.00,100.00,12949.00,0.60
2.92,10977.00,278.50,297.50,217.20,20.30,9.40,0.00,100.00,12942.00,0.90
2.94,10979.00,278.40,297.50,219.10,20.00,9.10,0.00,100.00,12931.00,1.00
2.95,10979.00,278.70,297.30,219.90,19.80,9.00,0.00,100.00,12949.00,1.10
2.96,10980.00,279.20,296.90,219.90,19.60,8.90,0.00,100.00,12952.00,1.10
2.98,10981.00,279.70,296.90,222.20,19.70,8.90,0.00,100.00,12962.00,1.10
2.99,10982.00,279.60,297.40,223.00,19.70,8.90,0.00,100.00,12940.00,1.10
3.00,10983.00,279.20,298.30,223.00,19.70,9.10,0.00,100.00,12911.00,1.00
3.02,10984.00,279.60,297.30,225.00,19.70,9.40,0.00,100.00,12912.00,1.00
3.03,10985.00,279.50,296.70,226.20,20.00,9.80,0.00,100.00,12900.00,0.90
3.04,10986.00,279.00,296.80,226.20,20.20,9.90,0.00,100.00,12926.00,0.90
3.05,10987.00,278.70,296.20,228.10,20.20,10.20,0.00,100.00,12899.00,0.90
3.07,10988.00,279.00,296.10,229.30,20.30,10.20,0.00,100.00,12914.00,0.90
3.08,10990.00,280.20,296.70,229.30,20.50,10.30,0.00,100.00,12927.00,0.80
3.09,10990.00,280.20,296.80,231.20,20.80,10.30,0.00,100.00,12939.00,0.70
3.11,10991.00,280.00,296.90,232.40,21.00,10.30,0.00,100.00,12930.00,0.70
3.12,10993.00,279.90,297.30,232.40,21.00,10.40,0.00,100.00,12888.00,0.80
3.13,10993.00,279.60,297.20,233.90,21.00,10.50,0.00,100.00,12904.00,0.90
3.15,10994.00,279.10,296.90,235.50,21.00,10.30,0.00,100.00,12946.00,1.00
3.16,10996.00,279.00,296.20,235.50,21.00,10.30,0.00,100.00,12933.00,1.20
3.17,10996.00,279.40,296.80,237.00,21.00,10.20,0.00,100.00,12953.00,1.20
3.19,10997.00,280.00,297.50,238.60,21.40,10.20,0.00,100.00,12922.00,1.30
3.20,10998.00,280.50,297.20,238.60,21.70,10.30,0.00,100.00,12910.00,1.20
3.21,10999.00,280.40,297.10,240.10,22.30,10.40,0.00,100.00,12922.00,1.00
3.22,11000.00,280.30,297.00,241.60,22.90,10.90,0.00,100.00,12929.00,0.80
3.24,11001.00,280.40,296.80,241.60,23.50,11.10,0.00,100.00,12888.00,0.60
3.25,11003.00,280.20,296.20,242.80,23.80,11.50,0.00,100.00,12924.00,0.40
3.26,11004.00,279.80,295.50,244.90,24.10,11.70,0.00,100.00,12903.00,0.10
3.28,11004.00,279.40,296.60,244.90,24.10,11.80,0.00,100.00,12920.00,-0.10
3.29,11005.00,279.90,296.80,246.00,23.80,11.80,0.00,100.00,12896.00,-0.30
3.30,11007.00,281.20,296.50,247.90,23.30,11.70,0.00,100.00,12908.00,-0.40
3.32,11007.00,280.60,297.30,247.90,23.10,11.50,0.00,100.00,12947.00,-0.40
3.33,11008.00,280.40,297.70,249.10,22.60,11.10,0.00,100.00,12956.00,-0.30
3.34,11010.00,280.30,297.90,251.00,21.70,10.60,0.00,100.00,12973.00,-0.20
3.35,11010.00,279.90,297.80,251.00,21.00,10.10,0.00,100.00,13003.00,0.10
3.37,11011.00,279.50,298.30,251.90,20.40,9.50,0.00,100.00,13047.00,0.40
3.38,11012.00,279.10,299.90,254.10,19.90,8.80,0.00,100.00,13056.00,0.80
3.39,11013.00,279.70,299.50,254.10,19.20,8.30,0.00,100.00,13072.00,1.10
3.41,11014.00,280.30,299.70,255.00,19.00,7.90,0.00,100.00,13048.00,1.40
3.42,11015.00,280.70,300.80,256.90,19.00,7.80,0.00,100.00,13072.00,1.50
3.43,11017.00,280.40,299.80,257.20,19.10,7.90,0.00,100.00,12984.00,1.60
3.45,11018.00,280.40,299.00,258.00,19.30,8.10,0.00,100.00,13011.00,1.70
3.46,11018.00,281.00,298.90,260.10,19.50,8.50,0.00,100.00,12967.00,1.60
3.47,11019.00,280.50,298.10,260.40,19.50,9.10,0.00,100.00,12996.00,1.60
3.49,11021.00,280.00,297.40,260.80,19.30,9.50,0.00,100.00,12971.00,1.50
3.50,11021.00,279.80,298.00,263.20,19.70,9.90,0.00,100.00,13005.00,1.30
3.51,11022.00,280.80,298.30,263.50,19.70,10.30,0.00,100.00,12947.00,1.00
3.52,11023.00,281.80,298.30,263.90,19.80,11.00,0.00,100.00,12886.00,0.80
3.54,11024.00,281.30,297.20,265.90,19.70,11.40,0.00,100.00,12895.00,0.50
3.55,11025.00,281.10,297.10,266.60,20.00,11.80,0.00,100.00,12976.00,0.30
3.56,11026.00,281.10,297.60,267.00,20.50,11.80,0.00,100.00,12990.00,0.00
3.58,11027.00,281.00,297.20,269.00,21.20,11.80,0.00,100.00,12964.00,-0.10
3.59,11028.00,280.70,297.20,269.70,21.60,11.80,0.00,100.00,12947.00,-0.20
3.60,11029.00,280.30,297.50,269.70,21.80,11.70,0.00,100.00,12938.00,-0.20
3.62,11031.00,280.40,297.80,272.10,22.60,11.60,0.00,100.00,12993.00,-0.20
3.63,11032.00,280.90,298.20,272.90,22.90,11.50,0.00,100.00,12977.00,-0.20
3.64,11032.00,281.70,298.60,272.90,22.80,11.20,0.00,100.00,12971.00,-0.10
3.65,11033.00,281.20,298.70,274.80,22.30,10.80,0.00,100.00,13005.00,0.00
3.67,11034.00,280.90,298.70,276.00,21.90,10.30,0.00,100.00,13062.00,0.20
3.68,11035.00,281.00,298.80,276.00,21.50,9.80,0.00,100.00,13045.00,0.50
3.69,11036.00,280.50,299.80,277.90,21.20,9.30,0.00,100.00,13077.00,0.80
3.71,11037.00,280.10,300.10,279.10,20.70,9.00,0.00,100.00,13052.00,1.10
3.72,11038.00,279.80,299.50,279.10,20.70,8.80,0.00,100.00,13052.00,1.30
3.73,11039.00,280.80,299.90,280.60,20.40,8.70,0.00,100.00,13058.00,1.40
3.75,11040.00,281.80,300.20,282.20,20.50,8.80,0.00,100.00,13020.00,1.50
3.76,11042.00,281.70,299.40,282.20,20.40,8.90,0.00,100.00,13031.00,1.50
3.77,11043.00,281.60,298.80,283.70,20.40,9.30,0.00,100.00,13000.00,1.50
3.78,11043.00,281.50,298.40,285.40,20.20,9.50,0.00,100.00,13009.00,1.40
3.80,11045.00,281.40,298.50,285.40,20.30,9.90,0.00,100.00,12986.00,1.40
3.81,11045.00,281.00,298.30,286.90,20.30,10.30,0.00,100.00,13026.00,1.40
3.82,11046.00,280.80,298.20,288.50,20.50,10.60,0.00,100.00,12968.00,1.40
3.84,11047.00,280.90,298.80,288.50,20.80,10.80,0.00,100.00,12982.00,1.30
3.85,11048.00,281.50,298.60,289.60,21.10,11.10,0.00,100.00,12973.00,1.10
3.86,11049.00,282.50,298.10,291.50,21.80,11.30,0.00,100.00,12973.00,0.90
3.88,11050.00,282.20,298.20,291.50,22.90,11.80,0.00,100.00,12960.00,0.40
3.89,11051.00,282.20,297.60,292.70,23.90,12.30,0.00,100.00,12947.00,0.10
3.90,11052.00,282.40,296.60,294.80,24.60,12.70,0.00,100.00,12915.00,-0.30
3.91,11053.00,281.70,297.20,294.80,25.10,13.00,0.00,100.00,12967.00,-0.40
3.93,11054.00,281.20,297.80,295.60,25.10,13.20,0.00,100.00,12958.00,-0.50
3.94,11056.00,281.00,298.40,297.80,25.00,13.00,0.00,100.00,13003.00,-0.50
3.95,11056.00,281.40,298.90,297.80,24.60,12.60,0.00,100.00,13026.00,-0.30
3.97,11057.00,281.80,299.40,298.70,24.10,12.00,0.00,100.00,13034.00,-0.20
3.98,11059.00,281.90,299.90,300.60,23.30,11.40,0.00,100.00,13036.00,-0.10
3.99,11059.00,281.70,299.70,300.90,23.10,10.80,0.00,100.00,13064.00,0.00
4.01,11060.00,281.80,299.60,301.80,23.30,10.30,0.00,100.00,13064.00,0.20
