Time,Dist,Vfront,Vrear,LapMeter,F_Susp,R_Susp,F_Brake,Throttle,RPM ECU,Bike_Acc
0,10759,266.1,279,5470.8,20.3,11.5,0,100,13096,2.1
0.014,10760,266,279.9,5472.7,20.5,11.9,0,100,13093,1.7
0.027,10761,265.8,280.5,4105.8,20.5,11.9,0,100,13133,1.3
0.041,10762,266.1,280.6,1.5,20.8,11.8,0,100,13192,0.9
0.055,10763,265.5,280.3,1.5,20.9,11.9,0,100,13131,0.7
0.069,10764,265.3,280,1.5,20.9,11.7,0,100,13132,0.6
0.082,10765,265.6,279.9,1.5,20.7,11.7,0,100,13148,0.7
0.096,10766,266,281.6,3.7,19.5,11.2,0,100,13214,0.9
0.11,10767,266.1,282.3,4.4,18.7,10.6,0,100,13245,1.2
0.124,10768,266,282.7,4.8,17.6,9.6,0,100,13362,1.7
0.137,10769,265.6,283.4,6.7,17.3,8.9,0,100,13331,2.1
0.152,10770,265.1,283.9,7.4,16.7,8.2,0,100,13316,2.5
0.166,10772,265.4,283.8,8.1,16.9,8.2,0,100,13247,2.8
0.179,10772,267,283,10,16.8,8.3,0,100,13231,3
0.193,10773,266.9,282.9,10.3,16.7,8.4,0,100,13249,3.2
0.206,10775,266.7,283,11,16.6,8.4,0,100,13311,3.2
0.22,10775,266.9,283.1,12.9,16.4,8.3,0,100,13308,3.2
0.234,10777,266.6,283.9,13.3,16.4,8.3,0,100,13325,3.1
0.248,10778,266.4,283.9,14,16.6,8.7,0,100,13296,2.9
0.261,10778,266.8,282.5,16.3,17.6,9.5,0,100,13202,2.7
0.275,10780,267.9,282.5,16.3,18,10.4,0,100,13165,2.5
0.289,10781,268.2,282.1,17.3,18.6,11.7,0,100,13192,2.2
0.303,10781,267.7,281.5,19.2,18.6,12.2,0,100,13237,1.9
0.316,10783,267.5,281.8,19.2,19.3,12.4,0,100,13266,1.6
0.33,10784,267.3,282,20.3,19.7,12.4,0,100,13267,1.4
0.343,10784,267.4,282.3,22.2,20.4,12.6,0,100,13196,1.2
0.357,10786,268.2,282.7,22.2,20.9,12.8,0,100,13234,1
0.371,10787,268.4,282.8,23.8,21.6,13.1,0,100,13244,0.9
0.384,10787,268.3,282.6,25.2,21.8,12.8,0,100,13282,0.8
0.398,10789,268.4,282.4,25.2,21.9,12.4,0,100,13306,0.8
0.412,10790,268,283.4,26.6,21.6,11.8,0,100,13334,0.9
0.425,10790,267.5,284.6,28.2,20.8,11.3,0,100,13322,1
0.439,10791,267.3,285.1,28.2,19.8,10.5,0,100,13399,1.2
0.452,10792,268.1,285.4,29.7,18.9,9.8,0,100,13398,1.4
0.466,10793,268.8,285.6,31.1,18.3,9.1,0,100,13412,1.7
0.48,10794,268.4,285.6,31.1,17.6,8.6,0,100,13412,2
0.494,10795,268.5,286,33,17,8.2,0,100,13398,2.3
0.507,10796,268.5,286.2,34.2,16.4,7.9,0,100,13422,2.6
0.521,10797,267.8,285.8,34.2,15.9,7.7,0,100,13439,2.9
0.534,10798,268.2,287.3,36.1,15.4,7.5,0,100,13462,3
0.548,10799,268.9,287.6,37.2,15.9,7.5,0,100,13473,3
0.562,10800,269.6,286.7,37.2,16.3,7.8,0,100,13391,2.8
0.575,10801,269.8,285.5,39.1,16.9,8.4,0,100,13331,2.5
0.589,10802,269.7,284.6,40.2,17.7,9.4,0,100,13345,2
0.602,10803,269.4,284.2,40.2,18.1,10.4,0,100,13105,1.6
0.616,10804,269.3,283.4,42.4,18.8,11.3,0,100,12678,1
0.629,10805,269.7,281.1,43.1,20.1,12.3,0,100,12507,0.5
0.643,10806,270.4,277.3,43.5,22.8,13.2,0,100,12194,0
0.657,10807,270.1,276.1,45.4,26,13.7,0,100,12022,-0.4
0.67,10808,269.9,276.3,46.1,28.8,14,0,100,12442,-0.6
0.684,10809,269.7,278.4,46.5,31.1,14,0,100,12462,-0.7
0.697,10810,269.1,283.4,48.4,32.9,13.4,0,100,12262,-0.6
0.711,10811,268.9,284.2,49.1,34.1,13.4,0,100,12360,-0.5
0.724,10812,269.1,283,49.4,33.1,14.3,0,100,12245,-0.3
0.738,10813,270.1,283,51.8,31.4,14.3,0,100,12322,-0.2
0.751,10814,269.8,283.8,52.2,30.9,13.6,0,100,12460,-0.1
0.765,10815,269.4,284.9,52.5,30,12.7,0,100,12494,0
0.779,10816,269.8,286.3,54.8,28.9,11.7,0,100,12514,0.1
0.792,10817,269.3,286.8,55.1,27.4,11.1,0,100,12410,0.2
0.806,10818,268.9,286.6,55.8,25.5,11,0,100,12400,0.3
0.819,10819,268.8,285.4,57.7,23.8,10.7,0,100,12385,0.5
0.833,10820,269.8,284.7,58.1,22.4,10.4,0,100,12444,0.7
0.847,10821,270.2,285.1,58.8,22.1,10,0,100,12484,0.9
0.86,10822,269.8,286.6,60.7,21.5,9.6,0,100,12515,1.1
0.874,10823,269.7,287.4,61.1,20.5,9.1,0,100,12485,1.3
0.887,10824,269.4,287.5,61.8,19.5,8.9,0,100,12479,1.5
0.901,10825,268.7,286.9,64.2,18.6,8.6,0,100,12516,1.7
0.914,10826,269.5,287,64.2,18,8.4,0,100,12478,1.8
0.928,10827,270.2,287.2,65.2,17.8,8.1,0,100,12540,2
0.941,10828,270.6,287.3,67.1,17.6,8,0,100,12518,2.1
0.955,10829,270.5,287.4,67.1,17.8,7.9,0,100,12536,2.1
0.969,10830,270.3,287.7,68.2,18,8,0,100,12497,2
0.982,10831,270.1,288.2,70.1,18.3,8.3,0,100,12484,1.9
0.996,10832,269.6,287.2,70.1,18.7,8.8,0,100,12461,1.7
1.009,10833,270.3,286.2,71.2,19,9.5,0,100,12457,1.6
1.022,10834,271.7,285.1,73.1,19.2,10.2,0,100,12459,1.4
1.036,10835,271.2,285.9,73.1,19.1,11.1,0,100,12464,1.2
1.05,10836,271.1,286.2,74.3,19,11.7,0,100,12446,1.1
1.063,10837,271,286.2,76.2,18.1,12.1,0,100,12426,1.1
1.077,10838,270.4,286,76.2,18,12.1,0,100,12445,1.1
1.09,10839,270.1,286,77.2,18.3,12.1,0,100,12460,1.1
1.104,10840,270.2,286.2,79.1,19.2,11.8,0,100,12495,1.2
1.118,10841,271.7,286.6,79.1,20,11.5,0,100,12505,1.3
1.131,10842,271.7,286.7,80.5,20.8,11.1,0,100,12508,1.4
1.144,10843,271.1,286.9,82.1,20.9,10.9,0,100,12472,1.4
1.157,10844,271.5,287.7,82.1,21,10.7,0,100,12514,1.5
1.171,10845,271.1,288,83.6,21.2,10.5,0,100,12498,1.6
1.184,10846,270.6,287.8,85.2,21,10.3,0,100,12538,1.7
1.198,10847,270.8,287.3,85.2,20.9,10.1,0,100,12532,1.8
1.212,10848,271.6,287.8,86.7,20.7,9.9,0,100,12567,1.9
1.225,10849,272.3,288.3,88.2,20.9,9.9,0,100,12550,2
1.239,10850,271.8,288.2,88.2,21.1,10,0,100,12542,2
1.252,10851,272,288.1,89.7,21.5,10.3,0,100,12491,1.9
1.266,10852,272.1,288,91.2,21.5,10.4,0,100,12535,1.8
1.279,10853,271.6,287.8,91.2,21.6,10.4,0,100,12527,1.6
1.292,10854,271.5,287.8,92.7,21.5,10.4,0,100,12579,1.4
1.306,10855,272,287.9,94.2,21.9,10.4,0,100,12565,1.1
1.319,10857,273.1,288,94.2,22.1,10.6,0,100,12547,0.9
1.332,10858,272.9,288.5,95.8,22.1,10.7,0,100,12513,0.7
1.346,10858,272.5,288.6,97.2,21.9,11.1,0,100,12524,0.5
1.359,10860,272.3,287.8,97.2,21.6,11.2,0,100,12534,0.4
1.373,10861,272,288,99.1,21,11.1,0,100,12569,0.5
1.386,10861,271.8,288.5,100.3,20.5,10.8,0,100,12598,0.7
1.4,10863,272,289.4,100.3,20.1,10.5,0,100,12610,1
1.413,10863,272.5,289.7,102.2,18.5,10,0,100,12637,1.4
1.427,10864,272.6,290.1,103.2,17.7,9.5,0,100,12624,1.7
1.44,10866,272.5,290.9,103.2,17.1,9.1,0,100,12680,2
1.454,10866,272.7,291.2,105.1,17.3,8.8,0,100,12656,2.3
1.467,10867,272.6,290.8,106.3,17.6,8.7,0,100,12705,2.5
1.481,10869,272,289.2,106.3,18.4,9,0,100,12555,2.6
1.494,10869,272.9,289.3,108.2,18.6,9.4,0,100,12582,2.5
1.507,10870,273.5,289.4,109.3,18.6,9.9,0,100,12570,2.4
1.521,10872,273.7,289.6,109.3,18.3,10.3,0,100,12625,2.1
1.534,10872,273.7,290,111.2,18.5,10.2,0,100,12671,1.9
1.548,10873,273.7,290.4,112.4,18.8,10.3,0,100,12692,1.7
1.561,10875,273.8,290.7,112.4,19.2,10.4,0,100,12570,1.5
1.574,10875,273.1,289.1,114.3,19.8,11,0,100,12547,1.4
1.587,10876,273,288.3,115.5,20.3,11.4,0,100,12556,1.3
1.601,10878,273.9,288.5,115.5,20.5,11.7,0,100,12623,1.1
1.614,10878,274.2,290.3,117.4,20.7,11.5,0,100,12683,1
1.628,10879,274.3,291.1,118.4,21.2,11.3,0,100,12678,0.9
1.641,10881,274.1,290.6,118.4,21.3,11,0,100,12617,0.8
1.654,10881,274.1,290.2,120.3,21.3,11,0,100,12597,0.7
1.667,10882,273.8,289.9,121.5,21.2,11,0,100,12632,0.7
1.681,10884,272.9,290,121.5,21.3,10.9,0,100,12643,0.7
1.694,10884,273.8,290.4,123.4,21.1,10.6,0,100,12693,0.8
1.707,10885,274.4,291.1,124.5,20.9,10.3,0,100,12687,0.8
1.721,10886,274.5,292.3,124.5,20.1,10,0,100,12705,1
1.734,10887,274.2,292.3,126.4,19.2,9.6,0,100,12688,1.2
1.748,10888,274.1,292.1,127.6,18.5,9.2,0,100,12757,1.5
1.761,10889,274.3,291.6,127.6,18,8.8,0,100,12734,1.8
1.774,10890,273.6,292.6,129.5,17.6,8.5,0,100,12767,2
1.787,10891,273.6,293,130.7,17.8,8.3,0,100,12735,2.1
1.801,10892,274.8,292.5,130.7,18.1,8.5,0,100,12719,2.2
1.814,10893,275.1,292.3,132.6,18,8.7,0,100,12669,2.3
1.827,10894,275.2,292.1,133.7,18.1,9,0,100,12692,2.3
1.841,10895,275,292,133.7,18.2,9.3,0,100,12735,2.3
1.854,10897,275,291.5,135.6,18.6,9.5,0,100,12707,2.2
1.868,10898,275,291.3,136.7,19.1,9.7,0,100,12687,2.1
1.881,10898,274.7,291.5,136.7,19.7,10.3,0,100,12634,2
1.894,10900,274.7,291.1,138.6,20,10.8,0,100,12666,1.9
1.907,10901,275.1,291,139.8,20.4,11.2,0,100,12659,1.7
1.921,10901,276.5,291.7,139.8,21.3,11.5,0,100,12711,1.5
1.934,10902,276.1,291.6,141.7,21.9,11.8,0,100,12668,1.2
1.947,10904,275.8,291.3,142.9,22.6,11.9,0,100,12665,1
1.961,10904,275.8,290.4,142.9,23.1,12.2,0,100,12670,0.7
1.974,10905,275.4,290.7,144.8,23.6,12.3,0,100,12674,0.5
1.987,10906,275.2,291.3,145.9,24.3,12.4,0,100,12675,0.3
2.001,10907,275.3,292.3,145.9,24.4,12.4,0,100,12676,0.2
2.014,10908,276.1,291.8,147.8,24.2,12.2,0,100,12696,0.2
2.027,10909,276.3,291.7,149,23.7,11.9,0,100,12732,0.3
2.04,10910,275.6,292.3,149,22.9,11.4,0,100,12758,0.5
2.053,10911,275.9,293.1,150.9,22.1,10.7,0,100,12793,0.8
2.067,10912,275.9,293.6,152.1,21.5,10,0,100,12807,1.1
2.08,10913,275.3,293.9,152.1,20.9,9.5,0,100,12794,1.3
2.093,10914,274.9,294.6,154,20.1,8.9,0,100,12838,1.5
2.106,10915,275.4,294.9,155.2,19.8,8.7,0,100,12817,1.7
2.12,10916,276.9,294.6,155.2,19.8,8.4,0,100,12821,1.8
2.133,10917,276.7,294.2,157.1,19.7,8.4,0,100,12779,1.8
2.146,10918,276.4,293.9,158.2,19.1,8.6,0,100,12759,1.8
2.159,10919,276.5,293.6,158.2,18.5,8.7,0,100,12800,1.8
2.173,10920,276.3,293.7,159.7,18.5,8.7,0,100,12853,1.8
2.186,10921,275.9,294.1,161.2,18.8,8.8,0,100,12792,1.7
2.199,10923,275.7,295,161.2,19.1,9.2,0,100,12780,1.5
2.212,10923,276.7,293.8,162.8,19.5,9.8,0,100,12697,1.4
2.226,10924,277.6,292.5,164.3,19.3,10.4,0,100,12742,1.2
2.239,10926,277,292.4,164.3,19.1,10.7,0,100,12758,1.1
2.252,10926,277,293.1,165.9,19.1,10.6,0,100,12828,1
2.265,10927,277.1,293.7,167.4,19.5,10.4,0,100,12804,1
2.279,10929,276.6,293.8,167.4,20,10.4,0,100,12764,1.1
2.292,10929,276.4,293.8,168.9,20.3,10.5,0,100,12738,1.2
2.305,10930,276.3,293.7,170.5,20.6,10.7,0,100,12723,1.3
2.318,10931,277,293.2,170.5,20.9,10.8,0,100,12785,1.3
2.331,10932,277.5,293.4,172,21.3,10.7,0,100,12797,1.2
2.344,10933,277.8,293.8,173.6,22.1,10.4,0,100,12843,1.1
2.357,10934,277.5,294,173.6,22.4,10.5,0,100,12789,1
2.371,10935,277.5,293.6,175.1,22.9,10.5,0,100,12775,0.8
2.384,10936,277.5,293.3,176.7,23.3,10.9,0,100,12765,0.7
2.397,10937,277.1,294,176.7,23.8,11.1,0,100,12792,0.6
2.411,10938,276.9,293.9,178.2,23.6,11.5,0,100,12747,0.6
2.424,10939,277,293.6,179.8,23.3,11.3,0,100,12844,0.6
2.437,10940,278,293.9,179.8,23.1,11.1,0,100,12836,0.7
2.45,10942,278,294.3,180.9,22.7,10.9,0,100,12857,0.8
2.463,10943,277.4,294.5,182.8,22.1,10.6,0,100,12777,1
2.476,10943,277.8,294.4,182.8,21.5,10.3,0,100,12832,1.1
2.489,10944,277.5,294.9,184,21.4,10.1,0,100,12835,1.2
2.503,10946,276.9,295.9,185.9,21.2,9.9,0,100,12865,1.3
2.516,10946,276.9,295.7,185.9,21.5,9.6,0,100,12863,1.3
2.529,10947,277.7,295.4,187.1,22.1,9.7,0,100,12856,1.2
2.542,10949,279,294.8,189,22.3,9.9,0,100,12795,1.2
2.556,10949,278.4,294.2,189,22.2,10.3,0,100,12790,1.1
2.569,10950,278.2,294,190.2,21.9,10.6,0,100,12801,1
2.582,10951,278.2,293.9,192.1,21.5,10.7,0,100,12879,1
2.595,10952,277.9,295.4,192.1,21.2,10.5,0,100,12864,1
2.608,10953,277.6,296.1,193.3,21.2,10.3,0,100,12900,1
2.621,10954,277.5,295.7,195.2,20.9,10.2,0,100,12835,1
2.634,10955,278.1,295.2,195.2,20.9,10.3,0,100,12815,1
2.647,10956,278.6,294.9,196,21,10.3,0,100,12857,0.9
2.661,10957,279,294.9,198.3,21.5,10.3,0,100,12834,0.9
2.674,10959,278.7,294.8,198.3,21.6,10.2,0,100,12889,0.9
2.687,10960,278.5,295.2,199.1,21.7,10.2,0,100,12856,0.9
2.7,10960,278.5,296.1,201,21.4,10.2,0,100,12864,1
2.713,10961,278.1,295.9,201.4,20.9,9.9,0,100,12871,1.2
2.726,10963,277.8,295.8,202.2,20.5,9.7,0,100,12917,1.2
2.739,10963,277.8,296,204.1,20.4,9.5,0,100,12903,1.3
2.753,10964,278.8,296.2,204.5,20.8,9.5,0,100,12919,1.2
2.766,10965,279.5,296,205.3,21.7,9.6,0,100,12847,1.1
2.779,10966,278.9,295.1,207.2,22.2,10.1,0,100,12831,0.9
2.792,10967,279.1,295.4,207.6,22.1,10.4,0,100,12816,0.7
2.805,10968,279.3,295.8,207.9,22.4,10.8,0,100,12870,0.6
2.818,10969,278.6,295.6,210.3,22.7,11,0,100,12909,0.4
2.831,10970,278.2,295.7,210.6,22.8,11,0,100,12873,0.3
2.844,10971,278.2,295.8,211,22.1,11,0,100,12861,0.2
2.857,10972,279.3,295.3,212.9,21.5,11.1,0,100,12839,0.2
2.871,10973,279.4,295.4,213.7,21,10.8,0,100,12930,0.2
2.884,10974,279.1,296,214.1,20.7,10.5,0,100,12877,0.3
2.897,10976,279.2,297.1,216,20.5,10.1,0,100,12946,0.5
2.91,10976,278.9,297.5,216.8,20.4,9.8,0,100,12949,0.6
2.923,10977,278.5,297.5,217.2,20.3,9.4,0,100,12942,0.9
2.936,10979,278.4,297.5,219.1,20,9.1,0,100,12931,1
2.949,10979,278.7,297.3,219.9,19.8,9,0,100,12949,1.1
2.962,10980,279.2,296.9,219.9,19.6,8.9,0,100,12952,1.1
2.976,10981,279.7,296.9,222.2,19.7,8.9,0,100,12962,1.1
2.989,10982,279.6,297.4,223,19.7,8.9,0,100,12940,1.1
3.002,10983,279.2,298.3,223,19.7,9.1,0,100,12911,1
3.015,10984,279.6,297.3,225,19.7,9.4,0,100,12912,1
3.028,10985,279.5,296.7,226.2,20,9.8,0,100,12900,0.9
3.041,10986,279,296.8,226.2,20.2,9.9,0,100,12926,0.9
3.054,10987,278.7,296.2,228.1,20.2,10.2,0,100,12899,0.9
3.067,10988,279,296.1,229.3,20.3,10.2,0,100,12914,0.9
3.08,10990,280.2,296.7,229.3,20.5,10.3,0,100,12927,0.8
3.093,10990,280.2,296.8,231.2,20.8,10.3,0,100,12939,0.7
3.106,10991,280,296.9,232.4,21,10.3,0,100,12930,0.7
3.119,10993,279.9,297.3,232.4,21,10.4,0,100,12888,0.8
3.132,10993,279.6,297.2,233.9,21,10.5,0,100,12904,0.9
3.146,10994,279.1,296.9,235.5,21,10.3,0,100,12946,1
3.159,10996,279,296.2,235.5,21,10.3,0,100,12933,1.2
3.172,10996,279.4,296.8,237,21,10.2,0,100,12953,1.2
3.185,10997,280,297.5,238.6,21.4,10.2,0,100,12922,1.3
3.198,10998,280.5,297.2,238.6,21.7,10.3,0,100,12910,1.2
3.211,10999,280.4,297.1,240.1,22.3,10.4,0,100,12922,1
3.224,11000,280.3,297,241.6,22.9,10.9,0,100,12929,0.8
3.237,11001,280.4,296.8,241.6,23.5,11.1,0,100,12888,0.6
3.25,11003,280.2,296.2,242.8,23.8,11.5,0,100,12924,0.4
3.263,11004,279.8,295.5,244.9,24.1,11.7,0,100,12903,0.1
3.276,11004,279.4,296.6,244.9,24.1,11.8,0,100,12920,-0.1
3.289,11005,279.9,296.8,246,23.8,11.8,0,100,12896,-0.3
3.303,11007,281.2,296.5,247.9,23.3,11.7,0,100,12908,-0.4
3.316,11007,280.6,297.3,247.9,23.1,11.5,0,100,12947,-0.4
3.328,11008,280.4,297.7,249.1,22.6,11.1,0,100,12956,-0.3
3.341,11010,280.3,297.9,251,21.7,10.6,0,100,12973,-0.2
3.354,11010,279.9,297.8,251,21,10.1,0,100,13003,0.1
3.368,11011,279.5,298.3,251.9,20.4,9.5,0,100,13047,0.4
3.381,11012,279.1,299.9,254.1,19.9,8.8,0,100,13056,0.8
3.394,11013,279.7,299.5,254.1,19.2,8.3,0,100,13072,1.1
3.407,11014,280.3,299.7,255,19,7.9,0,100,13048,1.4
3.42,11015,280.7,300.8,256.9,19,7.8,0,100,13072,1.5
3.433,11017,280.4,299.8,257.2,19.1,7.9,0,100,12984,1.6
3.446,11018,280.4,299,258,19.3,8.1,0,100,13011,1.7
3.459,11018,281,298.9,260.1,19.5,8.5,0,100,12967,1.6
3.472,11019,280.5,298.1,260.4,19.5,9.1,0,100,12996,1.6
3.485,11021,280,297.4,260.8,19.3,9.5,0,100,12971,1.5
3.498,11021,279.8,298,263.2,19.7,9.9,0,100,13005,1.3
3.511,11022,280.8,298.3,263.5,19.7,10.3,0,100,12947,1
3.524,11023,281.8,298.3,263.9,19.8,11,0,100,12886,0.8
3.537,11024,281.3,297.2,265.9,19.7,11.4,0,100,12895,0.5
3.55,11025,281.1,297.1,266.6,20,11.8,0,100,12976,0.3
3.563,11026,281.1,297.6,267,20.5,11.8,0,100,12990,0
3.576,11027,281,297.2,269,21.2,11.8,0,100,12964,-0.1
3.589,11028,280.7,297.2,269.7,21.6,11.8,0,100,12947,-0.2
3.602,11029,280.3,297.5,269.7,21.8,11.7,0,100,12938,-0.2
3.616,11031,280.4,297.8,272.1,22.6,11.6,0,100,12993,-0.2
3.628,11032,280.9,298.2,272.9,22.9,11.5,0,100,12977,-0.2
3.641,11032,281.7,298.6,272.9,22.8,11.2,0,100,12971,-0.1
3.654,11033,281.2,298.7,274.8,22.3,10.8,0,100,13005,0
3.667,11034,280.9,298.7,276,21.9,10.3,0,100,13062,0.2
3.681,11035,281,298.8,276,21.5,9.8,0,100,13045,0.5
3.693,11036,280.5,299.8,277.9,21.2,9.3,0,100,13077,0.8
3.706,11037,280.1,300.1,279.1,20.7,9,0,100,13052,1.1
3.719,11038,279.8,299.5,279.1,20.7,8.8,0,100,13052,1.3
3.732,11039,280.8,299.9,280.6,20.4,8.7,0,100,13058,1.4
3.746,11040,281.8,300.2,282.2,20.5,8.8,0,100,13020,1.5
3.759,11042,281.7,299.4,282.2,20.4,8.9,0,100,13031,1.5
3.772,11043,281.6,298.8,283.7,20.4,9.3,0,100,13000,1.5
3.784,11043,281.5,298.4,285.4,20.2,9.5,0,100,13009,1.4
3.798,11045,281.4,298.5,285.4,20.3,9.9,0,100,12986,1.4
3.811,11045,281,298.3,286.9,20.3,10.3,0,100,13026,1.4
3.824,11046,280.8,298.2,288.5,20.5,10.6,0,100,12968,1.4
3.837,11047,280.9,298.8,288.5,20.8,10.8,0,100,12982,1.3
3.849,11048,281.5,298.6,289.6,21.1,11.1,0,100,12973,1.1
3.863,11049,282.5,298.1,291.5,21.8,11.3,0,100,12973,0.9
3.876,11050,282.2,298.2,291.5,22.9,11.8,0,100,12960,0.4
3.889,11051,282.2,297.6,292.7,23.9,12.3,0,100,12947,0.1
3.901,11052,282.4,296.6,294.8,24.6,12.7,0,100,12915,-0.3
3.914,11053,281.7,297.2,294.8,25.1,13,0,100,12967,-0.4
3.928,11054,281.2,297.8,295.6,25.1,13.2,0,100,12958,-0.5
3.941,11056,281,298.4,297.8,25,13,0,100,13003,-0.5
3.953,11056,281.4,298.9,297.8,24.6,12.6,0,100,13026,-0.3
3.966,11057,281.8,299.4,298.7,24.1,12,0,100,13034,-0.2
3.979,11059,281.9,299.9,300.6,23.3,11.4,0,100,13036,-0.1
3.993,11059,281.7,299.7,300.9,23.1,10.8,0,100,13064,0
4.006,11060,281.8,299.6,301.8,23.3,10.3,0,100,13064,0.2
4.018,11061,282.2,300.1,303.8,23.3,10,0,100,13057,0.3
4.031,11062,281.7,299.6,304.1,23.3,9.9,0,100,13039,0.5
4.044,11063,281,299.2,304.5,22.7,9.8,0,100,13000,0.8
4.058,11064,280.5,300.2,306.5,21.5,9.5,0,100,13072,1
4.071,11066,281.4,301.1,307.2,20.2,9,0,100,13129,1.1
4.083,11067,282.4,301.6,307.6,19.6,8.5,0,100,13238,1.2
4.096,11067,282.4,302.1,309.6,19.2,8.1,0,100,13178,1.2
4.109,11068,282.3,301.9,310.4,18.9,8,0,100,13105,1.2
4.123,11070,282.1,301.2,310.4,18.9,8.2,0,100,13041,1.2
4.135,11070,281.9,300.1,312.3,18.9,8.5,0,100,13030,1.2
4.148,11071,281.8,299.7,313.5,19.3,9,0,100,13036,1.1
4.161,11073,281.7,300.1,313.5,20,9.3,0,100,13091,1
4.174,11073,281.7,300.3,315.4,20.8,9.7,0,100,13062,0.8
4.187,11074,282.1,300.2,316.6,21.2,10.2,0,100,13059,0.6
4.2,11075,283,299.6,316.6,21.5,10.7,0,100,12968,0.3
4.213,11077,282.8,298.2,318.6,21.5,11.5,0,100,13001,0
4.226,11078,282.6,297.9,319.8,21.5,11.8,0,100,12996,-0.2
4.239,11078,282.6,299,319.8,21.7,11.9,0,100,13042,-0.2
4.252,11079,282.2,299.4,321.4,21.9,11.7,0,100,13037,-0.1
4.265,11081,281.7,299.6,322.9,21.5,11.6,0,100,13020,0.1
4.277,11081,281.7,299.9,322.9,21.2,11.2,0,100,13054,0.5
4.291,11082,281.6,300.5,324.6,20.7,10.7,0,100,13091,0.9
4.304,11083,281.7,300.9,326.1,20.5,10,0,100,13138,1.1
4.317,11084,282.8,300.6,326.1,20.9,9.5,0,100,13134,1.3
4.329,11085,282.9,300.8,327.3,21.2,9.3,0,100,13139,1.4
4.342,11086,282.4,301.5,329.2,21.6,9.3,0,100,13069,1.4
4.356,11087,282.9,300.4,329.2,21.7,9.4,0,100,13062,1.4
4.368,11088,282.7,300.4,330.4,21.8,9.5,0,100,13047,1.4
4.381,11089,282.2,301.2,332.3,21.8,9.6,0,100,13108,1.3
4.394,11091,282.2,300.9,332.3,22.3,9.7,0,100,13097,1.2
4.407,11092,282.5,300.5,333.1,22.7,10,0,100,13120,1
4.42,11092,283.2,300.1,335.1,22.8,10.5,0,100,12991,0.8
4.433,11093,283.4,299.3,335.5,22.4,11.3,0,100,12999,0.5
4.446,11094,283.3,298.9,336.2,22.1,11.6,0,100,13014,0.2
4.459,11095,282.9,299.2,338.2,22.3,11.7,0,100,13088,-0.1
4.472,11096,283.1,300.1,338.6,23,11.5,0,100,13069,-0.4
4.485,11097,283.3,300.8,338.9,23.7,11.8,0,100,13040,-0.6
4.498,11098,282.9,300,341,24.1,12.1,0,100,13015,-0.7
4.511,11099,282.2,299.4,341.8,23.9,12.6,0,100,12995,-0.9
4.524,11100,282,299,342.2,23.6,12.6,0,100,13041,-1
4.537,11102,283.3,298.6,344.1,23.6,12.3,0,100,13052,-1.1
4.549,11102,283.5,299.4,344.9,23.3,11.9,0,100,13106,-1.2
4.563,11103,283,300.9,344.9,23,11.4,0,100,13073,-1.2
4.575,11104,282.7,300.6,346.9,21.5,10.9,0,100,13086,-1
4.588,11105,282.4,301.3,348.1,19.7,10,0,100,13143,-0.7
4.601,11106,282.3,302.8,348.1,18.5,9.2,0,100,13188,-0.4
4.614,11107,282,303.1,350,18.3,8.7,0,100,13233,0.1
4.627,11108,281.9,302.9,351.2,18.3,8.5,0,100,13201,0.5
4.64,11109,282,302,351.2,18.1,8.5,0,100,13095,0.8
4.653,11110,282.8,301,353.1,17.8,8.8,0,100,13048,1
4.666,11111,283.1,300.3,354.3,17.8,8.9,0,99.5,13072,1
4.679,11113,282.7,300.2,354.3,18,8.9,0,97.9,13104,0.9
4.692,11113,282.8,301.2,355.9,18.6,8.6,0,92.7,13139,0.7
4.705,11114,283,302.2,357.5,20,8.6,0,85.3,13163,0.5
4.717,11115,282.8,301.8,357.5,20.9,8.5,0,76.4,13113,0.3
4.731,11116,282.7,300.9,359,21.5,8.8,0,60.2,12962,-0.1
4.744,11117,282.6,299.7,360.6,21.5,9,0,44.5,12895,-0.4
4.756,11118,282.3,297.3,360.6,22.1,9.2,0,27.2,12699,-0.8
4.769,11119,282.7,295.7,361.8,23.1,9.2,0,14.7,12482,-1.4
4.782,11120,283.6,294.5,363.8,25,9.2,0,4.7,12290,-2.1
4.796,11121,283,292.1,363.8,27.5,9.2,0,2.6,12082,-3.6
4.808,11122,282.8,291,365,29.7,9.3,0,1.6,11895,-5.2
4.821,11124,282.9,290.3,366.9,31.5,9.8,0,1,11705,-7.2
4.834,11124,282.3,288.2,366.9,33.5,10.6,0,0.5,11687,-10.3
4.847,11125,281.7,286.2,367.7,35.7,11.3,0,0.5,11636,-13.7
4.86,11127,281.4,284.4,369.7,38.1,11.7,0,0.5,11585,-17.8
4.873,11127,281.6,283.4,370.1,40.9,11.9,0,0.5,11522,-23.1
4.886,11128,281.6,283.3,370.9,42.8,12.1,0.1,0.5,11490,-27.3
4.899,11129,281.5,283.9,372.8,44,12.6,0.2,0.5,11450,-31.2
4.912,11130,280.3,283.6,373.2,45.2,12.9,1.4,0.5,11399,-33.5
4.925,11131,278.1,282.8,373.5,46.7,12.4,2.8,0.5,11351,-35
4.938,11132,272.1,280.3,375.9,50.2,10.9,4.7,0.5,11271,-34.4
4.951,11134,268.6,279.8,376.3,54.2,9.4,5,0.5,11205,-32.2
